type,address,item type,score,stauts,name,price,upc
safeway,7011 Main St,Rice,6.25,,,,
,,,,In Stock,"Mahatma Jasmine Brown Rice, 2-Pound Bag",268,1740022259
,,,,Limited Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
,,,,Limited Stock,"UNCLE BEN'S Ready Rice: Cheddar Broccoli, 8.5oz",198,5480042080
,,,,Limited Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
safeway,7011 Main St,Frozen-Foods,19.0,,,,
,,,,In Stock,HOT POCKETS Applewood Bacon Egg and Cheese Frozen Sandwiches 5 ct. Box Frozen Food With Reduced-Fat Cheddar Cheese,500,4369521114
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
safeway,7011 Main St,Pasta,13.0,,,,
,,,,In Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,In Stock,Pasta Roni White Cheddar & Broccoli Flavor Pasta Mix 5.5 oz. Box,100,1530044033
,,,,In Stock,"Rana Mozzarella Cheese Ravioli, 18 oz",592,87744800261
,,,,In Stock,"Great Value Cheese Tortellini Pasta, 19 oz",277,7874200945
,,,,In Stock,"Rana Spinach & Ricotta Ravioli, 18 oz",592,87744800262
safeway,7011 Main St,Beans,8.75,,,,
,,,,In Stock,BUSHS Original Baked Beans 117 oz.,698,3940001628
,,,,In Stock,"Amy's Southwestern Burrito, Made with Organic Corn, Beans and Tomatoes, Non GMO, 5.5-Ounce",274,4227200076
,,,,In Stock,Mama Julia Pinto Beans,172,85370200253
,,,,Limited Stock,"Great Value Frozen Beef Chili with No Beans, 28 oz",500,7874207224
safeway,7011 Main St,Chicken,14.0,,,,
,,,,In Stock,"Tyson Naturals Gluten Free Breaded Chicken Breast Nuggets, 20 oz. (Frozen)",677,2370004385
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Applegate Naturals Gluten-Free Chicken Nuggets, 16.0 OZ",987,2531705519
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 5 lb. (Frozen)",976,7874202661
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
safeway,7011 Main St,Paper-Towels,9.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Viva Multi-Surface Cloth Paper Towels, Choose-A-Sheet, 6 Double Rolls (=12 Regular Rolls)",998,036000508642
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,Limited Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
safeway,7011 Main St,Egg,20.0,,,,
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 18 count, 36 oz",574,68113112280
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Great Value Large White AA Eggs, 6 Count",230,7874214810
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",591,7874214839
safeway,7011 Main St,Milk,7.5,,,,
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf-Stable DHA Omega-3 Chocolate Milk, 8 Oz., 6 Count",684,74236500432
,,,,Limited Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
safeway,44009 Osgood Rd,Peanut-Butter,12.0,,,,
,,,,In Stock,"SKIPPY Natural Creamy Peanut Butter, 15 oz",248,3760010506
,,,,In Stock,"PBfit Organic All-Natural Peanut Butter Powder, 15 oz",868,89792200275
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,"Sam's Choice Creamy Honey Almond Butter, 12 oz",498,7874223286
,,,,In Stock,"MaraNatha Organic Raw Creamy Almond Butter, 12 Ounce Jar",1548,5165119384
safeway,44009 Osgood Rd,Meat,10.0,,,,
,,,,In Stock,"All Natural* 90% Lean/10% Fat Ground Beef Sirloin Tray, 2.25 lb",1062,7874226962
,,,,In Stock,"Ball Park Fully-Cooked Flame Grilled Original Beef Patties, 6 Count (Frozen)",697,5450019145
,,,,In Stock,"Prospect Farms Rock Cornish Game Hen without Neck & Giblets, 1.0 lbs.",298,2370000815
,,,,In Stock,"Sam's Choice Black Angus Beef Patties, 6 ct, 2 lb (Frozen)",898,7874202908
safeway,44009 Osgood Rd,Bottled-Water,7.0,,,,
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"Propel Electrolyte Water, Black Cherry, 16.9 oz Bottles, 12 Count",638,5200013318
,,,,Limited Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
safeway,44009 Osgood Rd,Toilet-Paper,7.5,,,,
,,,,In Stock,"Equate Flushable Wipes, Fresh Scent, 3 Packs of 48 Wipes, 144 Wipes Total",378,68113110523
,,,,Limited Stock,"Scott 1000 Toilet Paper, 12 Rolls, 12,000 Sheets",987,5400010060
safeway,44009 Osgood Rd,Masks,13.0,,,,
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,In Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,In Stock,e.l.f. Hydrating Bubble Mask,150,60933257021
safeway,44009 Osgood Rd,Canned-Food,10.0,,,,
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,In Stock,"Dominguez Family Enterprises Juanitas Foods Menudo, 25 oz",294,7013200201
,,,,In Stock,"Teasdale Quality Foods Teasdale Hominy, 108 oz",244,7124001235
,,,,Limited Stock,"(18 Pack) Fancy Feast Gravy Wet Cat Food Variety Pack, Medleys Florentine Collection, 3 oz. Cans",1458,5000057282
,,,,Limited Stock,"Rachael Ray Nutrish PEAK Natural Premium Wet Dog Food Variety Pack, Grain Free Adventure Pack, 3.5 Oz. Tub (Pack Of 18)",1082,7119000183
safeway,44009 Osgood Rd,Hand-sanitizer,8.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,In Stock,"Equate Moisturizing Hand Sanitizer, 60 fl oz",597,681131247641
,,,,In Stock,"Wet Ones Antibacterial Hand Wipes Travel Pack, Tropical Splash, 20 Ct",147,7682804864
,,,,Limited Stock,"Tiny Wellness Co Hand Sanitizer Spray, Unscented, 2oz",197,810007189994
,,,,Limited Stock,"Equate Hand Sanitizer with Aloe, 60 fl oz",597,68113117631
safeway,44009 Osgood Rd,Wet-Wipes,14.0,,,,
,,,,In Stock,"Equate Flushable Wipes, Fresh Scent, 3 Packs of 48 Wipes, 144 Wipes Total",378,68113110523
,,,,In Stock,"Lysol Disinfecting Wipes, Brand New Day Mango Hibiscus Wet Wipes, 80 Ct",368,1920097181
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Olay Regenerist Micro-Exfoliating Wet Cleansing Cloths, 30 Count",692,7560960404
safeway,44009 Osgood Rd,Hot-Dogs,20.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Oscar Mayer Classic Uncured Beef Hot Dogs, 10 ct - 15.0 oz Package",294,4470007505
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
,,,,In Stock,"Ball Park Classic Hot Dogs, Bun Size Length, 8 Count",166,5450019327
safeway,44009 Osgood Rd,Rice,10.0,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,In Stock,Green Giant Cauliflower Riced Veggies 10 oz. Bag,226,19056912310
safeway,44009 Osgood Rd,Frozen-Foods,17.0,,,,
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
safeway,44009 Osgood Rd,Pasta,9.0,,,,
,,,,In Stock,"Great Value Stuffed Shells Pasta, 32 oz",548,7874224923
,,,,In Stock,"Great Value Cheese Ravioli Pasta Family Size, 48 oz",498,7874203173
,,,,Limited Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,Limited Stock,"Pasta Lensi Red Lentil Fusilli, 10 oz",344,4732591015
,,,,Limited Stock,"Great Value Cheese Tortellini Pasta, 19 oz",277,7874200945
safeway,44009 Osgood Rd,Beans,12.0,,,,
,,,,In Stock,"Great Value Cut Green Beans, 12 oz",77,7874223734
,,,,In Stock,"Great Value Fine Green Beans, 12 oz",134,7874223746
,,,,In Stock,"Birds Eye Steamfresh Cut Green Beans, Frozen Vegetable, 10 OZ",84,1450002101
,,,,In Stock,"Birds Eye Steamfresh Whole Green Beans, Frozen Vegetable, 10.8 OZ",197,1450002157
,,,,In Stock,"El Monterey Beef, Bean, and Cheese Chimichangas, Authentic Mexican Recipe Frozen Chimichangas, 8 Count Bag",283,7100701467
safeway,44009 Osgood Rd,Chicken,14.0,,,,
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
,,,,In Stock,"Applegate Naturals Gluten-Free Chicken Nuggets, 16.0 OZ",987,2531705519
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Oven Roasted Diced Chicken Breast, 22 oz. (Frozen)",668,2370001627
,,,,In Stock,"Great Value All Natural Chicken Wing Sections, 64 oz",926,7874212452
safeway,44009 Osgood Rd,Paper-Towels,8.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,Limited Stock,"Viva Multi-Surface Cloth Paper Towels, Choose-A-Sheet, 6 Double Rolls (=12 Regular Rolls)",998,036000508642
,,,,Limited Stock,"Great Value Everyday Paper Towels, 2 Double Rolls",198,078742210780
safeway,44009 Osgood Rd,Egg,17.0,,,,
,,,,In Stock,"Egg-Land's Best All Natural Large White Eggs, 18 Count",398,71514111357
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",517,7874214839
,,,,In Stock,"Egg-Land's Best Farm Fresh Extra Large White Grade AA Eggs, 18 Count",412,71514111356
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Great Value Large White Grade AA Eggs, 36 Count",1029,7874214867
safeway,44009 Osgood Rd,Milk,5.0,,,,
,,,,Limited Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
safeway,40580 Albrae St,Peanut-Butter,8.0,,,,
,,,,In Stock,"SKIPPY Natural Creamy Peanut Butter, 15 oz",248,3760010506
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,Nuttzo Seed Butter Peanut,697,89469700227
,,,,Limited Stock,"Great Value No Stir Creamy Natural Peanut Butter Spread, 40 oz",332,7874200831
,,,,Limited Stock,"MaraNatha Light Roast Creamy Almond Butter, 12 Ounce Jar",698,5165119240
safeway,40580 Albrae St,Meat,7.5,,,,
,,,,In Stock,Tyson Chicken Breast Patties,497,2370001450
,,,,Limited Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
safeway,40580 Albrae St,Bottled-Water,7.5,,,,
,,,,In Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,Limited Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
safeway,40580 Albrae St,Toilet-Paper,10.0,,,,
,,,,In Stock,"Cottonelle FreshCare Flushable Wipes, resealable pack, 168 wipes total",638,3600041777
safeway,40580 Albrae St,Masks,8.0,,,,
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,In Stock,"Spascriptions Rose, Gold & Cucumber Gel Face Mask",500,81465502481
,,,,In Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
,,,,Limited Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,Limited Stock,"SheaMoisture African Black Soap Clarifying Mud Mask Packette Sulfate-Free, 0.5 oz",248,76430227072
safeway,40580 Albrae St,Canned-Food,9.0,,,,
,,,,In Stock,"East Point Wild Caught Tiny North Pacific Shrimp, 4 oz",354,4136910120
,,,,In Stock,"Dominguez Family Enterprises Juanitas Foods Menudo, 25 oz",294,7013200201
,,,,In Stock,"Teasdale Quality Foods Teasdale Hominy, 108 oz",244,7124001235
,,,,Limited Stock,"(18 Pack) Fancy Feast Gravy Wet Cat Food Variety Pack, Medleys Florentine Collection, 3 oz. Cans",1458,5000057282
,,,,Limited Stock,"Rachael Ray Nutrish PEAK Natural Premium Wet Dog Food Variety Pack, Grain Free Adventure Pack, 3.5 Oz. Tub (Pack Of 18)",1082,7119000183
safeway,40580 Albrae St,Hand-sanitizer,6.25,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
,,,,Limited Stock,"Tiny Wellness Co Hand Sanitizer Spray, Unscented, 2oz",197,810007189994
,,,,Limited Stock,"Equate Moisturizing Hand Sanitizer with Vitamin E, 34 fl oz - May Ship with a Flip Top Cap",397,681131247665
,,,,Limited Stock,"Babyganics Alcohol-Free Foaming Hand Sanitizer, Fragrance Free, 16 Oz",699,81327701044
safeway,40580 Albrae St,Wet-Wipes,11.0,,,,
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Neutrogena Fragrance Free Makeup Remover Facial Wipes, 25 ct., 2 Pack",897,7050120014
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
,,,,Limited Stock,"Olay Regenerist Micro-Exfoliating Wet Cleansing Cloths, 30 Count",692,7560960404
safeway,40580 Albrae St,Hot-Dogs,13.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Nathan's Famous Skinless Beef Franks, 14 oz",367,88831391499
,,,,In Stock,"Bar S Bun Length Franks Family Pack, 48 Oz., 24 Count",298,1590014063
,,,,In Stock,"Jimmy Dean Premium Pork Hot Sausage Roll, 16 oz.",348,7790011563
,,,,In Stock,"Jimmy Dean Premium Pork Regular Sausage Roll, 16 oz.",348,7790011553
safeway,40580 Albrae St,Rice,10.0,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,In Stock,"Beech-Nut Baby Cereal Canister, Stage 1, Rice, 8 oz",238,5220003470
,,,,In Stock,"Gerber Probiotic Rice Banana Apple Baby Cereal, 8 oz.",368,1500007007
,,,,In Stock,"Saffron Road Chicken Biryani With Basmati Rice, 10.0 OZ",398,85706300204
,,,,Limited Stock,"Botan Extra Fancy Calrose Rice, 20 lb",1748,1115214409
safeway,40580 Albrae St,Frozen-Foods,17.0,,,,
,,,,In Stock,HOT POCKETS Applewood Bacon Egg and Cheese Frozen Sandwiches 5 ct. Box Frozen Food With Reduced-Fat Cheddar Cheese,500,4369521114
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,"Tyson Fully Cooked Fun Nuggets with Whole Grain Breading, 29 oz. (Frozen)",497,2370001452
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
safeway,40580 Albrae St,Pasta,13.0,,,,
,,,,In Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,In Stock,"STOUFFER'S CLASSICS Fettuccini Alfredo, Frozen Meal",248,1380012006
,,,,In Stock,"LEAN CUISINE FAVORITES Alfredo Pasta with Chicken & Broccoli, Frozen Meal",198,1380017419
,,,,In Stock,"Interamerican Foods La Moderna Spaghetti, 16 oz",72,2924300019
,,,,In Stock,"Zatarain's Blackened Chicken Alfredo Frozen Dinner, 10.5 oz",225,7142900246
safeway,40580 Albrae St,Beans,10.0,,,,
,,,,In Stock,"Great Value Cut Green Beans, 12 oz",77,7874223734
,,,,In Stock,"Amy's Enchilada with Spanish Rice & Beans, Whole Meals, Gluten Free, 10-Ounce",374,4227200051
,,,,In Stock,"Amy's Black Bean Tamale Verde, Non GMO, 10.3-Ounce",374,4227200269
,,,,In Stock,LA SIERRA,98,7888322016
,,,,Limited Stock,"Amy's Southwestern Burrito, Made with Organic Corn, Beans and Tomatoes, Non GMO, 5.5-Ounce",50,4227200076
safeway,40580 Albrae St,Chicken,10.0,,,,
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Grilled Chicken Breast Strips, 22 oz. (Frozen)",668,2370001625
,,,,In Stock,"Applegate Naturals Gluten-Free Chicken Nuggets, 16.0 OZ",987,2531705519
,,,,In Stock,"Tyson Fully Cooked Chicken Nuggets, 32 oz. (Frozen)",497,2370002847
,,,,In Stock,"Tyson Grilled & Ready Fully Cooked Oven Roasted Diced Chicken Breast, 22 oz. (Frozen)",668,2370001627
,,,,Limited Stock,"Tyson Grilled & Ready Fully Cooked Pulled Chicken Breast, 20 oz (Frozen)",668,2370003964
safeway,40580 Albrae St,Paper-Towels,10.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Great Value Everyday Strong Paper Towels, Split Sheet, 4 Double Rolls",382,078742210797
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Bounty Paper Towels, Select-A-Size, White, 6 Triple Rolls =18 Regular Rolls",1497,3700076675
safeway,40580 Albrae St,Egg,17.0,,,,
,,,,In Stock,"Great Value Large White Eggs Value Pack, 36 count, 36 oz",470,7874212710
,,,,In Stock,"Marketside Organic Cage Free Brown Eggs, Large, 12 count, 24 oz",362,68113112277
,,,,In Stock,"Marketside Large Cage Free Brown Eggs, 12 count, 24 oz",248,68113112276
,,,,In Stock,"Great Value Large White Grade AA Eggs, 18 Count",236,7874214839
,,,,In Stock,"Egg-Land's Best Organic Large Brown Grade A Eggs, 12 Count",454,71514171682
safeway,40580 Albrae St,Milk,10.0,,,,
,,,,In Stock,"Horizon Organic 1% Lowfat Shelf Stable Chocolate Milk, 8 Oz., 12 Count",1198,74236500270
safeway,170 Cochrane Plz,Peanut-Butter,10.0,,,,
,,,,In Stock,"SKIPPY Natural Creamy Peanut Butter, 15 oz",248,3760010506
,,,,In Stock,"SunButter Natural Sunflower Butter, 16 oz",482,73753919120
,,,,In Stock,"Sam's Choice Creamy Honey Almond Butter, 12 oz",498,7874223286
,,,,In Stock,"MaraNatha Organic Raw Creamy Almond Butter, 12 Ounce Jar",1548,5165119384
,,,,Limited Stock,"PBfit Organic All-Natural Peanut Butter Powder, 15 oz",868,89792200275
safeway,170 Cochrane Plz,Meat,13.0,,,,
,,,,In Stock,"All Natural* 80% Lean/20% Fat Ground Beef Chuck Tray, 1 lb",447,7874226954
,,,,In Stock,"Morningstar Farms Meat Lovers Vegan Burgers, 4oz, 4 count",648,2898910229
,,,,In Stock,"All Natural* 85% Lean/15% Fat Angus Steak Patties 12 Count, 4 lb",1692,7874226951
,,,,In Stock,"Marketside Butcher Ground Bison, 1 lb",898,68113115195
,,,,In Stock,"PRICE PER LB: Blarney Stone Corned Beef Brisket Flat, 2.05-5.10 lb",398,22811700000
safeway,170 Cochrane Plz,Bottled-Water,6.25,,,,
,,,,In Stock,"Essentia Water; Better Rehydration* 1 Liter Bottles, Case of 6",998,65722700210
,,,,Limited Stock,"Propel Electrolyte Water, Kiwi Strawberry, 16.9 oz Bottles, 12 Count",638,5200051200
,,,,Limited Stock,"Propel Electrolyte Water, Berry, 16.9 oz Bottles, 12 Count",638,5200051233
,,,,Limited Stock,"LIFEWTR, Purified Water, pH Balanced with Electrolytes For Taste, 1 Liter bottles (6 Count)",748,1200017002
safeway,170 Cochrane Plz,Masks,7.5,,,,
,,,,In Stock,"Masqueology Collagen Hydro Gel Gold Face Mask, 0.98 Oz, 2 Count",250,85758100360
,,,,In Stock,Swissco Spa Bella Delux Mask,484,76989888105
,,,,Limited Stock,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz.",1797,7124924073
,,,,Limited Stock,So Fresh So Clean Powerful Peel Off Black Mask,688,81465502578
safeway,170 Cochrane Plz,Paper-Towels,9.0,,,,
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 6 Double Rolls",644,030400221002
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",464,037000762287
,,,,In Stock,"Sparkle Pick-A-Size Paper Towels, 4 Double Rolls",498,030400221026
,,,,In Stock,"Bounty Select-A-Size Paper Towels, White, 12 Double Rolls = 24 Regular Rolls",1988,037000762096
,,,,Limited Stock,"Bounty Essentials Select-A-Size Paper Towels, White, 2 Double Rolls = 4 Regular Rolls",297,037000763765
safeway,170 Cochrane Plz,Hand-sanitizer,10.0,,,,
,,,,In Stock,"Equate Travel Size Moisturizing Hand Sanitizer with Aloe, 3 fl oz",97,681131346580
safeway,170 Cochrane Plz,Wet-Wipes,11.0,,,,
,,,,In Stock,"2 Pack, Equate Beauty Makeup Remover Wipes, 80 Count",597,68113107281
,,,,In Stock,"2 Pack, Equate Beauty Night-Time Soothing Makeup Remover Wipes, 40 ct",597,68113111216
,,,,In Stock,"Olay Daily Facials Deep Purifying Cleansing Cloths, 66 Count",1197,7560904130
,,,,In Stock,"2 Pack, Neutrogena Night Calming Makeup Remover Wipes, 25 ct",1096,7050120008
,,,,In Stock,Neutrogena Makeup Remover Cleansing Towelettes,493,7050111090
safeway,170 Cochrane Plz,Hot-Dogs,19.0,,,,
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 8 Count",264,5450019322
,,,,In Stock,"Ball Park Beef Hot Dogs, Original Length, 16 Count",526,5450019334
,,,,In Stock,"Ball Park Beef Hot Dogs, Bun Size Length, 16 Count",526,5450019347
,,,,In Stock,"Ball Park Angus Beef Hot Dogs, Bun Size Length, 8 Count",294,5450010174
,,,,In Stock,"Lightlife Smart Dogs Meatless Veggie Hot Dogs, 8 count, 12 oz",297,4345410080
safeway,170 Cochrane Plz,Rice,7.5,,,,
,,,,In Stock,"InnovAsian Vegetable Fried Rice Frozen Asian Side Dish, 18 oz",374,69511912014
,,,,In Stock,"Tai Pei Fried Rice, Chicken, Tub, 11.0 OZ",196,7007781129
,,,,Limited Stock,"Birds Eye Savory Herb Riced Cauliflower, 10 OZ",248,1450002693
,,,,Limited Stock,LEAN CUISINE MARKETPLACE Chicken Fried Rice 9 oz. Box,248,1380055239
safeway,170 Cochrane Plz,Frozen-Foods,18.0,,,,
,,,,In Stock,HOT POCKETS Philly Steak & Cheese Frozen Sandwiches 12 ct. Box Frozen Food Cheesesteak With Reduced-Fat Mozzarella Cheese,962,4369507520
,,,,In Stock,HOT POCKETS Four Cheese Pizza Frozen Sandwiches 12 ct. Box | Frozen Food With Reduced-Fat Mozzarella Cheese,962,4369507521
,,,,In Stock,"STOUFFERS CLASSICS Lasagna with Meat & Sauce, Party Size Frozen Meal",1178,1380055131
,,,,In Stock,Healthy Choice Simply Steamers Frozen Dinner Grilled Chicken & Broccoli Alfredo 9.15 Ounce,258,7265500124
,,,,In Stock,"Jimmy Dean Meat Lovers Breakfast Bowl, 7 oz.",264,7790070615
safeway,170 Cochrane Plz,Pasta,10.0,,,,
,,,,In Stock,BIRDS EYE Steamfresh Pasta Marinara,297,1450001745
,,,,In Stock,Pasta Roni White Cheddar & Broccoli Flavor Pasta Mix 5.5 oz. Box,100,1530044033
,,,,In Stock,"Pasta Lensi Red Lentil Fusilli, 10 oz",344,4732591015
,,,,In Stock,"Rana Spinach & Ricotta Ravioli, 18 oz",592,87744800262
,,,,Limited Stock,"Campbell's SpaghettiOs Canned Pasta, OriginalPlus Calcium, 15.8 oz. Can",50,5100023318
safeway,170 Cochrane Plz,Beans,10.0,,,,
,,,,In Stock,C & W Frozen Foods C & W Petite Whole Beans 14 oz,192,7033200055
,,,,In Stock,"Amy's Southwestern Burrito, Made with Organic Corn, Beans and Tomatoes, Non GMO, 5.5-Ounce",274,4227200076
,,,,In Stock,Mama Julia Pinto Beans,172,85370200253
safeway,170 Cochrane Plz,Chicken,13.0,,,,
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 10 lb. (Frozen)",1883,7874212726
,,,,In Stock,Perdue Harvestland NAE Frozen Boneless Skinless Indiviually Wrapped Chicken Breasts (2.25 lbs.),988,7274554618
,,,,In Stock,"Great Value Boneless Skinless Chicken Breast, 3 lb. (Frozen)",594,7874237394
